symbol,timestamp,last_close,test_mae,volatility,var_95,sentiment,hybrid_score
GARAN.IS,20250904_110302,134.8000030517578,0.03500733897089958,0.2945586834680414,-0.03284454492413516,-0.9995899250109991,0.28481828033716255
