symbol,timestamp,last_close,test_mae,volatility,var_95,sentiment,hybrid_score
BIMAS.IS,20250904_105336,516.0,0.027736563235521317,0.263777157442749,-0.03808200769957141,-0.999405833085378,0.3175342455439659
