symbol,timestamp,last_close,test_mae,volatility,var_95,sentiment,hybrid_score
ASELS.IS,20250904_105614,180.39999389648438,0.0873412936925888,0.3334436895915448,-0.03490949013609449,-0.999405833085378,0.33391453910386226
