symbol,timestamp,last_close,test_mae,volatility,var_95,sentiment,hybrid_score
BIMAS.IS,20250904_104606,517.0,0.03195839375257492,0.26504104574438564,-0.03808200769957141,-0.9991440325975418,0.31919254554977505
