symbol,timestamp,last_close,test_mae,volatility,var_95,sentiment,hybrid_score
KCHOL.IS,20250904_103911,168.10000610351562,0.02565537765622139,0.3026076095603362,-0.031616983724270784,-0.9988791942596436,0.2724145297571108
