symbol,timestamp,last_close,test_mae,volatility,var_95,sentiment,hybrid_score
ISCTR.IS,20250904_105836,13.109999656677246,0.035934895277023315,0.3478010642945939,-0.036084218177588355,-0.999405833085378,0.23697269719409855
