symbol,timestamp,last_close,test_mae,volatility,var_95,sentiment,hybrid_score
BIMAS.IS,20250904_104149,513.0,0.028558779507875443,0.26106218432838624,-0.03808200769957141,-0.9988791942596436,0.312764850123929
